tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais
COLISÃO;FINALIZADA;2018-03-20;13:40:00;PAISSANDU;AV PORTUGAL;;APOS O SÃO MARCOS, SENTIDO RECIFE;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;14:42:00;SAN MARTIN;RUA TENENTE MINDELO;110;PROX O GIRADOURO DE SAN MARTN S/T JARDIM SAO PAULO;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;15:21:00;CAXANGÁ;AV MARIO ALVARES PEREIRA DE LYRA;;JUNTO A ACADEMIA DA CIDADE, SENTIDO AV. CAXANGA;COLISÃO;COLISÃO COM VITIMA, AUTO PASSEIO E MOTO;2;;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-20;15:22:00;BOA VIAGEM;RUA JOSE DA SILVA LUCENA;;E/F AO COLEGIO GGE;COLISÃO;COLISAO DE DOIS AUTOS S/V  VT 32 NO LOCAL;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;15:23:00;ILHA DO LEITE;RUA GENERAL JOAQUIM INACIO;;CRUZAMENTO COM A AV. LINS PETITI/ SEMÁFORO 653;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;15:57:00;BOA VIAGEM;AV BOA VIAGEM;3610;EDIF. PORTO CANOAS;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;15:51:00;MADALENA;AV VISCONDE DE ALBUQUERQUE;500;VT 20 NO LOCAL;COLISÃO;COLISASO DE DOIS ONIBUS S/V;;;;;;2;;;;0;
COLISÃO;FINALIZADA;2018-03-20;16:14:00;ENCRUZILHADA;AV NORTE;;EM FRENTE AO BANCO DO BRASIL, SENTIDO SUBÚRBIO.;COLISÃO;COLISÃO AUTO E MOTO, COM VÍTIMA.;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-20;16:15:00;SÃO JOSÉ;RUA IMPERIAL;;COM A TRAVESSA PADRE AZEVEDO NO SEMAFORO 511;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;16:34:00;PARNAMIRIM;RUA JOSE DE GODOY VASCONCELOS;;COM AV DEZESSETE DE AGOSTO E/F A CULTURA INGLESA E A PRAÇA VILELA;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;16:52:00;VÁRZEA;RUA EMILIANO BRAGA;;NA FRENTE DA DROGASIL, JUNTO AO BOI NA BRASA;COLISÃO;COLISÃO SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-20;17:13:00;BOA VISTA;PTE PRINCESA IZABEL;;EM CIMA DA PONTE;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;1;;;0;
COLISÃO;FINALIZADA;2018-03-20;17:19:00;ENGENHO DO MEIO;RUA GOVERNADOR LOPO GARRO;353;PROX. AO CLUB DA SUDENE;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-20;18:29:00;CAXANGÁ;AV PROFESSOR MORAES REGO;364;E/F AO POSTO PETROBRAS;COLISÃO;COLISÃO ENTRE CAMINHÃO E CARRO;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-20;18:33:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO CERPE, SENT. BOA VIAGEM;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-03-20;18:35:00;VÁRZEA;RUA VALE DO SIRIJI;;E/F A ESCOLA MUNICIPAL PROF. JOÃO DE SOUZA;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-03-20;18:41:00;CAXANGÁ;AV CAXANGA;;PROX AO SINAL 274;COLISÃO;COLISÃO ENTRE 2 CARRO;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;19:04:00;TEJIPIÓ;RUA FALCAO DE LACERDA;277;EM FRENTE A PADARIA AVENIDA;COLISÃO;DUAS MOTOS;;2;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-20;22:00:00;BOA VIAGEM;RUA BALTAZAR PASSOS;;COM A RUA VISCONDE DE JEQUITINHONHA, PROX. A PADARIA PAN JOVEM;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;23:23:00;CAMPO GRANDE;RUA PROFESSOR JERONIMO GUEIROS;205;PROX A COCA COLA;COLISÃO;COLISÃO ENTRE 2 AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;6:09:00;IBURA;AV PERNAMBUCO;;APOS A PRACINHA   DA UR 01  EM  FRENTE  IGREJA  PENTECOSTAL;COLISÃO;COLISÃO SEM  VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-21;6:50:00;ESPINHEIRO;RUA DO ESPINHEIRO;;NO SEMAFORO Nº166;COLISÃO;COL.S/V;1;2;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;6:50:00;BOA VIAGEM;AV ARMINDO MOURA;;EM BAIXO DO SEMAFORO  441  EM FRENTE A VILA DO SARGENTO DA AERONAUTICA;COLISÃO;COLISÃO  SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;7:07:00;AREIAS;AV RECIFE;;SENT/BOA VIAGEM AO LADO DO MERCADINHO ECONOMICO,;COLISÃO;SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;7:12:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;SENTIDO  CENTRO EM FRENTE A CONCESSIONARIA  FORD;COLISÃO;COLISÃO  COM  VITIMA  SOCORRIDA  PELOS  BOMBEIROS;2;;;;;;1;;;1;
COLISÃO;CANCELADA;2018-03-21;7:28:00;IPUTINGA;RUA TERRA GRANDE;710;AO LADO DO DETRAN;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;7:48:00;CORDEIRO;AV GENERAL SAN MARTIN;478;APOS O HOSPITAL  GETULIO  VARGAS  EM FRENTE A SORVETERIA  MUG;COLISÃO;COLISÃO  SEM  VITIMAS;1;1;;;;;;;;0;
COLISÃO COM CICLISTA;FINALIZADA;2018-03-21;7:58:00;GRAÇAS;RUA DAS GRACAS;142;EM FRENTE AO EDF/TARUMÃ;COLISÃO COM CICLISTA;COL.S/V;1;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;8:13:00;CASA FORTE;RUA LAURINDO COELHO;;NA RUA  DA CONCESSIONARIA   HYUNDAI  EM  FRENTE AO  EDIFICIO  ALAMEDA 17;COLISÃO;COLISÃO  SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;8:14:00;MADALENA;RUA JOSE OSORIO;124;CECOSNE  E PX SEMAFORO Nº 387;COLISÃO;COL.S/V SET.MADALENA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;8:25:00;CABANGA;AV SUL;;SENTIDO BOA VIAGEM  EM BAIXO  DO SEMAFORO  661   EM FRENTE A COMPESA;COLISÃO;COLISÃO  SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-21;9:18:00;VÁRZEA;RUA RIBEIRO PESSOA;;CRUZAMENTO COM RUA JOAQUIM RIBEIRO;COLISÃO;COLISÃO ENTRE AUTO E MOTOCICLETA COM VÍTIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-21;10:22:00;CAMPO GRANDE;RUA OLIVEIRA FONSECA;;PROX  AO  COLEGIO MARIO  MELO EM FRENTE AO EDIFICIO  KARINA;COLISÃO;COLISÃO SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;10:22:00;IMBIRIBEIRA;RUA DOS TIJOLOS;4505;EM FRENTE AO POSTO DE MOLA SÃO JOSE;COLISÃO;COL.S/V,SET CD;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;10:23:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;4368;PROX. A HABIBIS;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;10:33:00;JORDÃO;AV MARIA IRENE;;EM   FRENTE A BASE AREA;COLISÃO;COLISÃO  SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;10:38:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO CLUBE PORTUGUES,SENT/BOA VIAGEM;COLISÃO;SEM VITIMAS;;;;;;2;;;;0;
COLISÃO;FINALIZADA;2018-03-21;10:52:00;ENGENHO DO MEIO;RUA PADRE RODRIGUES CAMPELO;100;EM FRENTE A   A  REVENDEDORA  BEBA AGUA;COLISÃO;COLISÃO  COM  VITIMA  SAMU;1;1;;;;;;;;1;
CHOQUE;FINALIZADA;2018-03-21;10:54:00;BOA VISTA;AV ENGENHEIRO AGAMENON DE MAGALHAES MELO;;AO LADO DO WALMART- PARQUE AMORIM;CHOQUE;CHOQUE COM POSTE;1;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;11:00:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;EM FRENTE DO AERPORTO;COLISÃO;COL.S/V,SET CD // SUB MARCOS SILVA VT 29;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-21;11:23:00;IPUTINGA;RUA MAURICIO DE NASSAU;53 B;PROX  AO PARQUE  DO  CAIARA;COLISÃO;COLISÃO  SEM VITIMAS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;12:55:00;CAMPO GRANDE;EST DE BELEM;1211;EM FRENTE AO POSTO IPIRANGA;COLISÃO;COLISÃO  SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;12:59:00;BOA VISTA;RUA GERVASIO PIRES;;;COLISÃO;COLISÃO  SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;13:02:00;BOA VIAGEM;RUA JOSE ADERVAL CHAVES;230;PROX. AO EXTRA, POR TRAS DO COLEGIO NUCLEO;COLISÃO;AUTO E MOTO;1;1;;;;;;;;0;
COLISÃO COM CICLISTA;FINALIZADA;2018-03-21;13:24:00;BOA VIAGEM;AV DES JOSE NEVES;90;ANTES DO POSTO IPIRANGA, SENTIDO SUB/CENTRO;COLISÃO COM CICLISTA;MOTO E CICLISTA;;1;;1;;;;;;1;
COLISÃO;FINALIZADA;2018-03-21;13:48:00;PARNAMIRIM;EST DO ENCANAMENTO;200;ESQUINA DA DROGASIL E/F AO EDF UBAIAS PRINCE;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-21;14:11:00;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;;;COLISÃO;COLISÃO ENTRE DOIS AUTOS SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;14:12:00;TORRE;RUA CONDE DE IRAJA;;NA PONTE DA TORRE;COLISÃO;COLISAO DE TRES AUTOS S/V;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;15:42:00;CAXANGÁ;AV CAXANGA;;EM BAIXO DO VIADUTO NO SEMAFORO 008;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;19:32:00;CASA AMARELA;RUA DA HARMONIA;;NO SEMAFORO 074;COLISÃO;DOIS AUTOS VT-09 GM/MAT. 164461-3;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;19:35:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE AO MEMORIAL SAO JOSE SENT. OLINDA;COLISÃO;DOIS AUTOS   GM- TARCISIO E KAIKE;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-21;20:24:00;AREIAS;AV DR JOSE RUFINO;;E/F AO 4º BATALHÃO/ APÓS O VIADUTO DO BARRO;COLISÃO;COLISÃO 1 AUTO E 1 ÔNIBUS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-21;20:29:00;BOA VIAGEM;AV BOA VIAGEM;5152;ED. CORONADO NA ESQUINA DA RUA AQUIDABÃ;COLISÃO;COLISÃO 2 AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;8:43:00;DOIS IRMÃOS;RUA DOIS IRMAOS;;SENMÁFORO 416;COLISÃO;;1;1;;;;;;;;1;
COLISÃO;CANCELADA;2018-03-22;6:45:00;VÁRZEA;AV AFONSO OLINDENSE;661;AO LADO DO COLEGIO SUPLETIVO;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;7:47:00;DERBY;RUA HENRIQUE DIAS;;EM FRENTE AO COLEGIO DA POLICIA MILITAR;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;8:50:00;MADALENA;AV JOSE GONCALVES DE MEDEIROS;336;AO LADO DO   POSTO IPIRANGA;COLISÃO;COL.S/V ,SET.SUB;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;8:52:00;SANTO AMARO;AV CRUZ CABUGA;;EM FRENTE DA COMPESA,SENT/CIDADE;COLISÃO;SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-22;8:57:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;SENTIDO BOA VIAGEM,EM FRENTE AO RESTAURANTE SPETTUS;COLISÃO;SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-22;9:28:00;CAMPO GRANDE;RUA FRANKLIN TAVORA;;CRUZAMENTO COM A RUA JERONIMO VILELA,SEMAFORO 282;COLISÃO;COM UMA VITIMA,AGUARDANDO SAMU;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-22;9:36:00;IMBIRIBEIRA;AV SUL;279;DENTRO DA ESTAÇAO TANCREDO NEVES;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-22;9:45:00;SÃO JOSÉ;AV DOM PEDRO I - IMPERADOR;;POR TRAS DO FORO THOMÁZ  DE AQUINO;COLISÃO;COL.S/V;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-22;10:16:00;CASA AMARELA;EST DO ARRAIAL;;SOB O SEMAFORO 074;COLISÃO;;;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;10:27:00;TORRÕES;AV ENGENHEIRO ABDIAS DE CARVALHO;1886;EM FRENTE DA OFICINA VITORINO ALVES;COLISÃO;COL.S/V SET.SUB;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;10:58:00;CAMPO GRANDE;EST DE BELEM;;NA FRENTE DA ESCOLA NOBREGA;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;11:46:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;;NA FRENTE AO LAÇA BURGUE;COLISÃO;COLISÃO SEM VITIMA...GM ANDRE NO LOCAL;2;;;;;;;;;0;
ATROPELAMENTO;FINALIZADA;2018-03-22;12:29:00;PINA;AV ENGENHEIRO DOMINGOS FERREIRA;;APOS A IGREJINHA NA CURVA E/F AO ARMAZEM BEIRA MAR;ATROPELAMENTO;VEICULO ATROPELOU UMA VITIMA;1;;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-22;13:30:00;DERBY;RUA HENRIQUE DIAS;609;EM A FUNDAÇÃO JOAQUIM NABUCO;COLISÃO;COLISÃO SEM VÍTIMA;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;13:51:00;SÃO JOSÉ;RUA DA PRAIA;;ANTES DO ATACADO DOS PRESENTES E/F AO ARMAZEM CORAL;COLISÃO;COLISAO DE DEOIS AUTOS S/V;2;;;;;;;;;0;
ACID. DE PERCURSO;FINALIZADA;2018-03-22;14:01:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;PRÓXIMO À UPE, SENTIDO BOA VIAGEM;ACID. DE PERCURSO;;;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-22;14:35:00;SANTO AMARO;RUA ODORICO MENDES;;COM AV AGAMENON NO SEMAFORO 049;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;14:52:00;MADALENA;AV BEIRA RIO;879;COM A  RUA JANUARIO BARBOSA E/F AO EDF QUATRO ESTAÇOES;COLISÃO;COLISAO DE AUTO E MOTO COM DUAS VITIMAS;1;1;;;;;;;;2;
COLISÃO;FINALIZADA;2018-03-22;15:29:00;AFOGADOS;AV SUL;;E/F AO TERMINAL INTEGRADO DO LARGO DA PAZ;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;15:30:00;IMBIRIBEIRA;RUA JOSE DA SILVA LUCENA;273;EM FRENTE A LACOMEX;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;15:48:00;SANTO AMARO;RUA AURORA;547;E/F A DELEGACIA DA POLICIA CIVIL;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;16:58:00;CASA AMARELA;RUA DES GOIS CAVALCANTE;;EM FRENTE AO HOSPITAL AGAMENON MAGALHÃES;COLISÃO;COLISÃO SEM VÍTIMA;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-22;17:54:00;BOA VIAGEM;AV DES JOSE NEVES;;PROX AO RESTAURANTE CANGAÇO E POSTO IPIRANGA / SNT CENTRO, ANTES DO TUNEL;COLISÃO;ENTRE MOTO E AUTO. C/V;1;1;;;;;;;;1;
COLISÃO;EQUIPE NO LOCAL;2018-03-22;18:23:00;ILHA DO RETIRO;RUA SPORT CLUBE DO RECIFE;;E/F AO CAMPO DO SPORT - AGENTE DE TRÃNSITO NO LOCAL ( GM ROBERTO JUNIOR );COLISÃO;ENTRE AUTO E CAMINHÃO. S/V;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-22;18:38:00;BEBERIBE;AV BEBERIBE;394;FACULDADE SÃO MIGUEL;COLISÃO;COLISÃO SEM VÍTIMA;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;18:39:00;CAMPO GRANDE;RUA ODORICO MENDES;;CRUZANDO A AV AGEMENON, NA RUA DO CLUBE DAZ PAZ / E/F AO FERRO VELHO E ECO ESTAÇÃO AGAMENON;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;19:02:00;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;;NA DESCIDA DO VIADUTO DE JD. SÃO PAULO/ ACADEMIA WM;COLISÃO;;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;19:04:00;IPSEP;RUA ELIZA LEAL WANDERLEY;65;PROX A PIZZARIA ATLÂNTICO, TERCEIRA RUA A DIREITA;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;19:07:00;BOA VIAGEM;AV ENGENHEIRO DOMINGOS FERREIRA;2258;FARMÁCIA BIG BEN/ ANTES DO VILA ARENA;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;19:27:00;IMBIRIBEIRA;AV RECIFE;;NA DESCIDA DO VIADUTO PRES TRANCREDO NEVES. SNT IPSEP;COLISÃO;ENTRE 2 AUTOS. S/V;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-22;20:48:00;MACAXEIRA;AV DR EURICO CHAVES;;EM FRENTE A FARMACIA MANDACARU;COLISÃO;AUTO X MOTOCICLETA SEM VITIMA;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;21:11:00;SANTO AMARO;AV MARIO MELO;;CRUZAMENTO COM AV. CRUZ CABUGA, PROXIMO A IGREJA ASSEMBLEIA DE DEUS;COLISÃO;ENTRE 2 MOTOCICLISTAS COM VITIMA;;2;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-22;22:12:00;TEJIPIÓ;RUA FALCAO DE LACERDA;;SEMÁFORO 285 / CRUZ COM A R  15 DE NOVEMBRO;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-22;23:25:00;SANTO AMARO;AV DANTAS BARRETO;;SEMÁFORO 015;COLISÃO;ENTRE 2 ONIBUS. S/V;2;;;;;;;;;0;
CHOQUE;FINALIZADA;2018-03-23;6:10:00;SÃO JOSÉ;RUA IMPERIAL;1410;EM  FRENTE  AO  ANTIGO  CAANGA  VEICULOS;CHOQUE;CONDUTOR  CHOCOU  SE  COM  UMA MURETA;1;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;6:50:00;COELHOS;RUA DOS COELHOS;;AO  LADO  DO  HOSPITAL  IMIP NA DESCIDA  DO VIADUTO  JOAQUIM CARDOSO;COLISÃO;COLISÃO  SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;7:20:00;SANTO AMARO;RUA DA AURORA;547;EM FRENTE AO EDF CARTES;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-23;8:55:00;PRADO;RUA CARLOS GOMES;;AO LADO  DD  CANAL  EM  FRENTE AO POSTO  DE SAUDE ROMERO  MARCOS;COLISÃO;COLISÃO  COM  VITIMA A  ESPERA DO  SAMU;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-23;9:20:00;BOA VIAGEM;RUA MINISTRO NELSON HUNGRIA;;CRUZ COM A RUA BERNARDINO PESSOA  EM FRENTE AO COLEGIO SANTA MARIA;COLISÃO;COLISÃO  SEM  VITIMAS;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-23;9:27:00;VÁRZEA;RUA RIBEIRO PESSOA;;SEMAFORO 281;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;9:28:00;PRADO;RUA CARLOS GOMES;914;EM FRENTE AO MULT JATO;COLISÃO;COM VITIMA SENDO SOCORRIDA PELO SAMU;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-23;9:47:00;BOA VISTA;AV CONDE DA BOA VISTA;1463;EM FRENTE A GRAFICA NACIONAL;COLISÃO;SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-23;9:52:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;SOB O VIADUTO TANCREDO NEVES SENTIDO AFOGADOS;COLISÃO;COLISÃO COM VITIMA;4;;;;;;1;;;1;
COLISÃO;FINALIZADA;2018-03-23;10:34:00;BOA VIAGEM;RUA BARAO DE SOUZA LEAO;;ESQUINA COM A  RUA VISCONDE DE JEQUINTINHONHA,SEMAFORO 129;COLISÃO;SEM VITIMAS,VEICULOS NO MEIO DA VIA SEM CONDIÇÕES DE SAIR;3;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-23;10:37:00;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;149;EM FRENTE A ESTACIO, E AO POSTO DE GASOLINA DISLUB, SENTIDO CENTRO;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;10:42:00;AFOGADOS;EST DOS REMEDIOS;1988;SEMAFORO 052  SENT BENFICA /  EM FRENTE A HC PNEUS;COLISÃO;ONIBUS E VIATURA DO BOMBEIROS;;;;;;1;;1;;1;
COLISÃO;FINALIZADA;2018-03-23;10:57:00;VASCO DA GAMA;RUA LUIZ CESARIO DE MELO;;EM FRENTE AO TERMINAL  DE ONIBUS  NOVA TORRE;COLISÃO;COLISÃO  SEM VITIMAS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-23;11:51:00;PRADO;AV ENGENHEIRO ABDIAS DE CARVALHO;;E/F AO HABIB´S  S/T CURADO;COLISÃO;;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;12:02:00;BOA VIAGEM;RUA COSMORAMA;380;APOS O COLEGIO MADRE DE DEUS;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;12:28:00;TORRÕES;AV INACIO MONTEIRO;601;E/F AO DEPOSITO SANTA RITA;COLISÃO;COLISAO DE AUTO E MOTO S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;13:03:00;BOA VIAGEM;RUA ERNESTO DE PAULA SANTOS;940;E/F A UNIMED RECIFE;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;13:27:00;DOIS IRMÃOS;AV DEZESSETE DE AGOSTO;;PROX AO HOTEL SENZALA EM BAIXO DO VIADUTO S/T MACAXEIRA;COLISÃO;COLISAO DE AUTO E CAMINHAO S/V;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-23;13:40:00;ILHA DO RETIRO;RUA BENFICA;;PROX. A BLUE ANGEL;COLISÃO;COLISÃO DE AUTO E CAMINHÃO S/V;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-23;14:18:00;CORDEIRO;RUA MAURICIO DE NASSAU;350;PROX AO GOE;COLISÃO;COLISAO DE TRES AUTOS  S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;15:00:00;HIPÓDROMO;RUA MEM DE SA;;PROX. A COCA COLA;COLISÃO;ENTRE COMPLEMENTAR E AUTO PASSEIO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-23;15:38:00;BOA VIAGEM;RUA BALTAZAR PASSOS;;PROX AO PARQUE DONA LINDU SENTIDO CANDEIAS;COLISÃO;COLISAO COM VEICULO E MOTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-23;16:33:00;CORDEIRO;RUA FIRMINO DE BARROS;;CRUZAMENTO COM GOMES TABORDA;COLISÃO;AUTO E MOTO S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;17:31:00;BOA VISTA;RUA JOAO FERNANDES VIEIRA;;APOS O BOMPREÇO DO  PARQUE AMORIM;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;16:30:00;TAMARINEIRA;EST DO ARRAIAL;2846;APÓS O HOSPITAL AGAMENON MAGALHAES;COLISÃO;;4;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-23;17:31:00;ROSARINHO;RUA BELMIRO CORREIA;;PROX  AO POSTO SHELL NA RUA DO ANTIGO COLEGIO ROSA GATTORNO;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
