tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;vitimasfatais
COLISÃO;CANCELADA;2018-03-16;18:29:00;VÁRZEA;AV PROFESSOR MORAES REGO;;E/F A UFPE / NO GIRADOURO DA VIA;COLISÃO;ENTRE 2 AUTOS. S/V;1;;;;;;1;;;0;
COLISÃO;CANCELADA;2018-03-16;18:45:00;BONGI;TRV ESTRADA DO BONGI;960;E/F A IGREJA BATISTA DO BONGI;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-16;19:22:00;SANTO ANTÔNIO;RUA SIQUEIRA CAMPOS;;POR TRAS DOS CORREIOS / PROX. AO ANTIGO POSTO DA POLICIA;COLISÃO;COLISÃO ENTRE 1 CARRO FORTE E 1 PASSEIO;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-16;19:26:00;ENGENHO DO MEIO;RUA CERES;;APOS O MOTEL RHODES;COLISÃO;FOOD TRUCK E UM CAMINHÃO;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-16;19:44:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;E/F  AO AEROPORTO E HOTEL IBIS. SNT AFOGADOS;COLISÃO;ENTRE ÔNIBUS E VAN. S/V;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-03-16;20:10:00;CAXANGÁ;AV CAXANGA;;E/ F AO GOLF CLUB;COLISÃO;VEICULO BATEU EM UMA ARVORE MOT. EMBRIAGADO SE EVADIU DO LOCAL;1;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-16;20:20:00;GRAÇAS;AV CONS ROSA E SILVA;;SEMÁFORO 522 / CRUZ COM A R RICARDO HARDMAN;COLISÃO;ENTRE 2 AUTOS (( VT 12 NO LOCAL )) S/V.;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-16;20:25:00;IBURA;AV RIO SAO FRANCISCO;134;ANTIGA ACADEMIA L1;COLISÃO;COLISÃO ENTRE ONIBUS E CARRO;1;;;;;1;;;;0;
COLISÃO;CANCELADA;2018-03-16;21:42:00;SAN MARTIN;AV GENERAL SAN MARTIN;;E/F A CENTRAL DOS CORREIOS;COLISÃO;MOTO CINQUENTINHA E 2 CARROS/ MOTORISTA DA MOTO SE EVADIU DO LOCAL;2;;1;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-16;21:45:00;TAMARINEIRA;AV NORTE;;E/F AO NEXOS HOTEL / SNT MACAXEIRA;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-16;22:54:00;ESTÂNCIA;AV DR JOSE RUFINO;;POR BAIXO DO VIADUTO / E/F A IGREJA SANTA LUZIA  / SNT CIDADE/SUB;COLISÃO;ENTRE 2 MOTOS. C/V;;2;;;;;;;;2;
COLISÃO;FINALIZADA;2018-03-16;23:26:00;CAMPO GRANDE;EST DE BELEM;;E/F A IGREJA DE BELÉM;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-16;23:31:00;IMBIRIBEIRA;RUA IZABEL DE SOUZA;325;POR TRÁS DO BANCO  ITAU;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
CHOQUE;FINALIZADA;2018-03-16;23:35:00;IPUTINGA;RUA MAURICIO DE NASSAU;;E/F A FUNDAÇÃO ALTINO VENTURA;CHOQUE;ENTRE AUTO PASSEIO E POSTE. C/V;1;;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-17;0:24:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;CRUZ COM A R DA PAMPULHA- SEMÁFORO 534 /   E/F A EUROVIA / SNT CENTRO;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;0:45:00;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;SEMÁFORO 158- CRUZ COM A R MARIO CASTRO / PROX AO POSTO SHELL;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO COM CICLISTA;FINALIZADA;2018-03-17;6:50:00;IMBIRIBEIRA;AVENIDA CELSO FURTADO (VIA MANGUE);XX;NAS PROXIMIDADES DO EXTRA;COLISÃO COM CICLISTA;O MESMO ENVOLVEU -SE EM ACIDENTE COM VITIMA;1;;;1;;;;;;1;
COLISÃO;CANCELADA;2018-03-17;7:18:00;DOIS IRMÃOS;EST DOS PINTOS;25;EM FRENTE AO CRAS;COLISÃO;SEM VITIMAS;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;7:41:00;CASA FORTE;AV DEZESSETE DE AGOSTO;;E/F AO CPOR, SEMÁFORO 399. SENTIDO DOIS IRMÃOS;COLISÃO;SEM VÍTIMAS;;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-17;8:06:00;IMBIRIBEIRA;RUA PAMPULHA;378;JUNTO AO SEMÁFORO 450;COLISÃO;COLISÃO SEM VITIMA;;1;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-17;8:31:00;AREIAS;AV RECIFE;;SEMAFORO 620  /  EM FRENTE AO POSTO BR / SENT SUB;COLISÃO;CAMINHAO E ONIBUS;;;;;;1;1;;;0;
COLISÃO;FINALIZADA;2018-03-17;8:37:00;CAXANGÁ;AV CAXANGA;3953;NAFRENTE DO HIPER BOM PREÇO, SENTIDO CIDADE;COLISÃO;COLISÃO SEM VITIMAS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;8:46:00;ESPINHEIRO;RUA QUARENTA E OITO;760;EM FRENTE A PANIFICADORA ESPINHEIRO;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;8:53:00;BARRO;AV DR JOSE RUFINO;1789;EM FRENTE A IGREJA MUNDIAL DE JESUS CRISTO;COLISÃO;MOTO AUTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-17;9:15:00;BOA VISTA;RUA DO HOSPICIO;;E/F A FACULDADE DE DIREITO. SEMÁFORO 031;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;9:58:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;EM FRENTE A GRILLO FLORES,SENT/ AEROPORTO;COLISÃO;SEM VITIMAS;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-17;10:06:00;DERBY;AV GOVERNADOR AGAMENON MAGALHAES;;SENT/BOA VIAGEM,SEMAFORO 075;COLISÃO;SEM VITIMA;1;2;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-17;11:00:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;2878;EM FRENTE APADARIA CARMEN;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;11:17:00;CAMPINA DO BARRETO;RUA IGUATU;309;RUA POLICLINICA DO CAMPINA DO BARRETO;COLISÃO;SEM VITIMAS;1;;;;;;;1;;0;
COLISÃO;FINALIZADA;2018-03-17;11:44:00;BARRO;AV DR JOSE RUFINO;;JUNTO AO COLEGIO IAMCULADA CONCEIÇÃO;COLISÃO;COLISÃO SEM VITIMA;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-17;11:58:00;ESPINHEIRO;RUA DA HORA;806;DOM GRÃO , PRODUTOS NATURAIS;COLISÃO;COLISÃO SEM VITIMA;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;12:06:00;JAQUEIRA;RUA DO FUTURO;;NA ESQUINA DO VERDE FRUT;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-17;12:33:00;CASA FORTE;EST DAS UBAIAS,;;E/F AO COLEGIO NAP;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;12:40:00;BOA VISTA;RUA JOSE DE ALENCAR;116;ESQUINA DO HOTEL BOA VISTA;COLISÃO;COLISAO DE DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-17;13:09:00;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;;SEMAFORO 058, EM FRENTE AO COMPAZ;COLISÃO;AUTO E CAMINHAO S/V;1;;;;;;1;;;0;
ATROPELAMENTO;FINALIZADA;2018-03-17;13:29:00;JORDÃO;AV MARIA IRENE;;E/F AO RESTAURANTE  QUERO MAIS;ATROPELAMENTO;MOTO/PEDESTRE;;1;;;;;;;;1;
COLISÃO;CANCELADA;2018-03-17;13:38:00;TORREÃO;AV GOVERNADOR AGAMENON MAGALHAES;1300;APOS O DIAGNOSTICO CARDIACO;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;15:14:00;JARDIM SÃO PAULO;AV SAO PAULO;;AO LADO DO COLEGIO 2001;COLISÃO;AUTO E MOTO S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;16:46:00;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;;JUNTO AO SEMAFORO 52;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;16:59:00;AFOGADOS;RUA AUGUSTO CALHEIROS;;SEMAFORO 553;COLISÃO;ENTRE TRES MOTOS;;3;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-17;17:54:00;GRAÇAS;RUA AMELIA;651;EDF . NOSSA SENHORA DO CARMO;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;19:12:00;PAISSANDU;AV GOVERNADOR AGAMENON MAGALHAES;;E/F AO BANCO ITAU E HOSPITAL PORTUGUÊS;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-17;20:06:00;TORRE;RUA REAL DA TORRE;;CRUZ COM A R CONDE DO IRAJA / SEMÁFORO 106;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO COM CICLISTA;FINALIZADA;2018-03-17;20:14:00;TAMARINEIRA;RUA CONEGO BARATA;;E/F A FERREIRA COSTA / NO RETORNO;COLISÃO COM CICLISTA;MOTO X BIKE. C/V;;1;;1;;;;;;2;
COLISÃO;FINALIZADA;2018-03-17;20:32:00;ENCRUZILHADA;RUA MARECHAL DEODORO;;RESTAURANTE PRAÇA DA PICANHA;COLISÃO;ENTRE 2 AUTOS. S/V;;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;20:40:00;AREIAS;RUA AURORA CACOTE;394-A;PROXIMO A RUA CAP GREGORIO DE CALDAS;COLISÃO;COLISÃO SEM VITIMA;;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;22:02:00;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;;COM A RUA LORENA;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
ACID. DE PERCURSO;CANCELADA;2018-03-17;22:09:00;JORDÃO;RUA BELO HORIZONTE;80;NO CONSELHO MORADOR ALTO DA JAQUEIRA / SUBIDA DA LADEIRA;ACID. DE PERCURSO;NO MOMENTO EM QUE O AUTO ESTAVA SUBINDO A LADEIRA , O MESMO CAPOTOU E SE ENCONTRA  PARADO NO MEIO DA VIA.;1;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;22:36:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;;NO SINAL 241 E/F AO ED. TAMOIO;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-17;22:58:00;CORDEIRO;AV INACIO MONTEIRO;;AO LADO DO MERCADO TUDO DE BOM;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-17;23:50:00;IBURA;AV RIO LARGO;;COM AV DOZE DE  JUNHO;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-18;6:28:00;PORTO DA MADEIRA;AV BEBERIBE;;EM FRENTE A PIZZARIA DO GORDO / SENNT SUB;COLISÃO;ONIBUS E DUAS MOTOS VITIMA SOCORRIDA POR MEIOS PRÓPRIOS ,SEGUNDO OS AGENTES;;2;;;;1;;;;1;
COLISÃO;FINALIZADA;2018-03-18;11:10:00;BOA VIAGEM;RUA DOM JOSE LOPES;700;EM FRENTE AO RESTAURANTE CALDISSIMO;COLISÃO;SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-18;13:09:00;TORRE;RUA CONDE DE IRAJA;;SEMAFORO 191;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-18;15:20:00;GRAÇAS;RUA BRUNO MAIA;180;EM FRENTE AO EDIFICIO MANGUINHOS PRINCE;COLISÃO;COLISÃO COM VÍTIMA;1;;;;;1;;;;2;
COLISÃO;CANCELADA;2018-03-18;15:35:00;GRAÇAS;RUA JOAO RAMOS;50;DEFRONTE A ACR- CONTABILIDADE;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-18;15:36:00;JARDIM SÃO PAULO;RUA LEANDRO BARRETO;;EM CIMA DO VIADUTO;COLISÃO;COLISÃO COM VÍTIMA;1;;;;;1;;;;1;
COLISÃO;FINALIZADA;2018-03-18;15:47:00;SAN MARTIN;RUA EDUARDO DE ANDRADE;;PROX. A CAVALARIA DA PM;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-18;16:15:00;BOA VISTA;AV MANOEL BORBA;;POR TRAZ DO SHOPPING DA BOA VISTA, JUNTO AO SEMAFORO 29;COLISÃO;COLISÃO SEM VITIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-18;17:04:00;BOMBA DO HEMETÉRIO;RUA ESMERALDA;47;NA FRENTE DA FUNERARIA CANAA;COLISÃO;COLISÃO SEM VITIMA/ CONDUTOR ALCOLIZADO;1;;;;;;;;1;0;
COLISÃO;FINALIZADA;2018-03-18;17:35:00;AREIAS;AV DR JOSE RUFINO;;POSTO IPYRANGA;COLISÃO;A EQUIPE ESTAVA SEGUINDO PARA JARDIM SÃO PAULO PARA APOIO A VT 08 COM PÓ DE SERRA E SE DEPAROU COM ESTA COLISÃO;;;;;;;;;;1;
QUEDA DE ÁRVORE;FINALIZADA;2018-03-18;18:07:00;ROSARINHO;RUA TELES JUNIOR;475;PROX. AO BAR FERNANDO´S;QUEDA DE ÁRVORE;ARVORE NA VIA;;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-18;18:17:00;BOA VIAGEM;RUA FLORIANO;;EM FRENTE A PRACINHA DE BOA VIAGEM;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
ENGAVETAMENTO;CANCELADA;2018-03-18;18:34:00;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;;E/F A PADARIA MAGIA DOS PÃES;ENGAVETAMENTO;ENTRE 3 AUTOS. S/V;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-18;18:37:00;MUSTARDINHA;AV MANOEL GONCALVES DA LUZ;;EM FRENTE A PADARIA MUSTAPAN E PRAÇA DA MUSTARDINHA;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-19;6:50:00;MONTEIRO;AV DEZESSETE DE AGOSTO;2720;ESTACIONADOS NA PRAÇA DO MONTEIRO;COLISÃO;DOIS AUTOS S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;7:55:00;MADALENA;RUA BENFICA;;SEMAFORO 590 / SENT CIDADE;COLISÃO;ONIBUS E AUTO PASSEIO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-19;8:24:00;MADALENA;RUA JOAQUIM NABUCO;747;GALERIA CAPUNGA;COLISÃO;SEM VITIMAS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;8:27:00;PINA;AV ANTONIO DE GOES;60;JUNTO AO SEMÁAFORO 226;COLISÃO;COLISÃO SM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;8:32:00;ENGENHO DO MEIO;RUA LINDOLFO COLOR;353;PX DO EDF/PARC DOS NOBRE;COLISÃO;COL.S/V ,GM MARCILIO VT15 JA NO LOCAL;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-19;8:35:00;CAMPO GRANDE;RUA ODORICO MENDES;533;IGREJA EVANGELICA CRISTO VIVE;COLISÃO;COLISÃO COM VITIMA;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-19;9:16:00;SANTO AMARO;AV GOVERNADOR AGAMENON MAGALHAES;;EM FRENTE EDF/JEEP;COLISÃO;COL.S/V  SET..DERBY;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;9:17:00;PRADO;RUA GOMES TABORDA;;SEMAFORO 348 ,EM FRENTE AO BAILE PERFUMADO;COLISÃO;SEM VITIMAS CTTU NO LOCAL VT 14;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;9:22:00;APIPUCOS;RUA DE APIPUCOS;;SEMAFORO Nº540;COLISÃO;COL.C/ DUAS VITIMAS GM JARBAS  VT O8 JA NO LOCAL;1;1;;;;;;;;2;
CHOQUE;FINALIZADA;2018-03-19;9:50:00;BOA VISTA;AV MANOEL BORBA;;PRAÇA MARCIEL PINHEIRO;CHOQUE;CARROÇA E VIATURA DA PM;;;;;;;;1;1;0;
COLISÃO;FINALIZADA;2018-03-19;10:49:00;DOIS UNIDOS;AV HILDEBRANDO DE VASCONCELOS;;TERMINAL DE DOIS UNIDOS;COLISÃO;MOTO E AUTO;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;11:02:00;AFOGADOS;RUA IMPERIAL;1600;DEFRONTE A JUCEPE;COLISÃO;COLISÃO COM VITIMA;1;;;;;;1;;;1;
COLISÃO;FINALIZADA;2018-03-19;12:20:00;AFLITOS;AV RUI BARBOSA;;E/F A CASA DOS FRIOS;COLISÃO;COLISAO DE ONIBUS E AUTO S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-19;12:48:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;4815;EM FRENTE POSTO SHELL/ SENTIDO CIDADE;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;13:41:00;BOA VIAGEM;AV DOM JOAO VI;;ANTES DO TUNEL/ SENTIDO SETUBAL;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
ENGAVETAMENTO;FINALIZADA;2018-03-19;13:48:00;ROSARINHO;RUA GENERAL ABREU E LIMA;65;PROX. A ACADEMIA LIFT;ENGAVETAMENTO;TRES AUTOS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;14:02:00;PASSARINHO;EST DE PASSARINHO;22;PROX. A IGREJA ASSEMBLEIA DE DEUS;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;14:42:00;IPSEP;AV GENERAL BENTO DA GAMA;102;AO LADO DO PIZZARIA ATLANTICO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;14:59:00;BOA VISTA;AV CONDE DA BOA VISTA;1650;COM A RUA DOM BOSC, EM FRENTE A FACULDADE UNINTER;COLISÃO;ONIBUS E AUTO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-19;15:16:00;AFLITOS;RUA DO FUTURO;141;EM FRENTE A CLINICA DIAGNOSTICO CARDIACO;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;15:29:00;ILHA JOANA BEZERRA;AV MARTIN LUTHER KING;;PROX. AO TRF;COLISÃO;CAMINHÃO E AUTO/ MOTO 03 INSP. NILTON NO LOCAL;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-19;15:40:00;BOA VIAGEM;RUA PEDRO BERGAMO;109;EM FRENTE AO EDIFICIO BENIDORM;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO COM CICLISTA;FINALIZADA;2018-03-19;16:55:00;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;1671;AO LADO DO POSTO DE GASOLINA BR;COLISÃO COM CICLISTA;AUTO E CICLISTA;;1;;1;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;17:05:00;CASA FORTE;AV DEZESSETE DE AGOSTO;500;EM FRENTE AO EDF. GARAGEM DO SHOPPING PLAZA;COLISÃO;DOIS AUTOS;1;;;;;;1;;;0;
COLISÃO;FINALIZADA;2018-03-19;17:25:00;PORTO DA MADEIRA;RUA DALVA DE OLIVEIRA;105;AO LADO DO SENAI;COLISÃO;COLISAO DE AUTO E CAMINHAO S/V;1;;;;;;1;;;0;
COLISÃO;CANCELADA;2018-03-19;18:21:00;IPUTINGA;RUA CLAUDIO BROTHERHOOD;;E/F A REPLUBICA DO PÃO E AO LADO DA AUTO ESPORTE;COLISÃO;ENTRE MOTO E AUTO. S/V;1;1;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;18:37:00;CÓRREGO DO JENIPAPO;AV DA RECUPERACAO;14;PROX AO TERMINAL DO CÓRREGO DO JENIPAPO;COLISÃO;COLISÃO ENTRE ONIBUS E CARRO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-19;18:44:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;E/F A LOJA GRILO SENTIDO AFOGADOS;COLISÃO;COLISÃO ENTRE 2 CARROS E 1 MOTO;2;1;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-19;19:05:00;SANTO AMARO;AV CRUZ CABUGA;;NA SAIDA DO SHOPPING TACARUNA / AO LADO DO PONTO DE TÁXI;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;19:12:00;CAXANGÁ;RUA GENERAL POLIDORO;;PROX. AO GOLF CLUB/ E/F AO POSTO SHEL;COLISÃO;COLISÃO ENTRE 2 CARROS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;19:23:00;ILHA DO LEITE;AV LINS PETIT;;E/F AO HOSPITAL UNIMED E PRC CHORA MENINO / SEMÁFORO 151;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;19:33:00;IPSEP;RUA JEAN EMILE FAVRE;;E/F A FACULDADE BOA VIAGEM;COLISÃO;COLISÃO ENTRE ENTRE 4 VEICULOS;4;;;;;;;;;0;
COLISÃO;CANCELADA;2018-03-19;19:58:00;IMBIRIBEIRA;AV MARECHAL MASCARENHAS DE MORAES;;MADEREIRA PORTA LARGA/ FERREIRA PINTO;COLISÃO;COLISÃO ENTRE CARRO E ONIBUS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-19;20:32:00;SANTO AMARO;AV CRUZ CABUGA;;E/F AO SHOPPING TACARUNA E A FÁBRICA TACARUNA / SNT AGAMENON;COLISÃO;ENTRE AUTO E MOTO. C/V;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-19;20:47:00;BOA VIAGEM;RUA MARQUES DE VALENCA;387;AO LADO DA IGREJA NOSSA SENHORA DE FÁTIMA;COLISÃO;ENTRE 2 AUTOS. S/V;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-19;23:39:00;SÃO JOSÉ;AV SUL;;PROX A TORRE GEMEAS;COLISÃO;VIATURA DA POLÍCIA BATEU NO POSTE;1;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;6:18:00;CAXANGÁ;AV CAXANGA;;EM FRENTE A UPA SEMAFORO 281 /  SENT SUB;COLISÃO;ONIBUS E AUTO PASSEIO;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-20;6:57:00;IMBIRIBEIRA;RUA JOSE DA SILVA LUCENA;;COLEGIO GGE;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;7:48:00;ESTÂNCIA;AV RECIFE;;NA SUBIDA DO VIADUTRO ULISSES GUIMARÃES SENTIDO AEROPORTO- CEASA;COLISÃO;COLISÃO E EM SEGUIDA O AUTO PASSEIO CAPOTOU;1;;;;;;1;;;1;
COLISÃO;CANCELADA;2018-03-20;8:06:00;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;;JUNTO A BOBS;COLISÃO;COLISÃO COM VITIMA, AUTO PASSEIO E MOTO;1;1;;;;;;;;1;
COLISÃO;FINALIZADA;2018-03-20;8:20:00;AREIAS;AV DR JOSE RUFINO;;PROX. A CRECHE MIGUEL ARRAES;COLISÃO;COLISÃO SEM VITIMAS;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;9:31:00;BOA VIAGEM;RUA DOM JOSE LOPES;57;EM FRENTE AO RESTAURANTE BODE PARAIBANO;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;10:02:00;AREIAS;RUA GENERAL FRANCISCO FIGUEIROA;212;EM FRENTE DA IGREJA PRESBITERIANA;COLISÃO;COL.S/V NO TERMIN AL DOS ÔNIBUS;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-20;10:05:00;GRAÇAS;RUA DONA ANUNCIADA;231;E/F AO EDF ITALIA;COLISÃO;SEM VÍTIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;10:17:00;PINA;AV BOA VIAGEM;;JUNTO A O POSTO BR, DEFRONTE AO RECIFE PRAIA HOTEL;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;10:38:00;SANTO AMARO;AV JOAO DE BARROS;;EM FRENTE A  JIPE  SENT OLINDA  SEMAFORO  / SEMAFORO 465;COLISÃO;DOIS AUTOS;2;;;;;;;;;0;
ATROPELAMENTO;FINALIZADA;2018-03-20;11:11:00;MADALENA;AV CAXANGA;279;BANCO SANTANDER (SENTIDO SUBURBIO / CIDADE);ATROPELAMENTO;MOTO E PEDESTRE (SEGUNDO O ORIENTADOR AS VITIMAS SÃO O PEDESTRE E O PASSAGEIRO DA MOTOCICLETA);;1;;;;;;;;2;
COLISÃO;FINALIZADA;2018-03-20;11:41:00;MADALENA;RUA REAL DA TORRE;884;EM FRENTE AO PESHOPT CÃES E GATOS;COLISÃO;COLISÃO SEM VÍTIMA;2;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;12:02:00;BOA VISTA;AV CONDE DA BOA VISTA;;E/F AO COPE S/T;COLISÃO;COLISAO DE ONIBUS E AUTO S/V;1;;;;;1;;;;0;
COLISÃO;FINALIZADA;2018-03-20;12:54:00;ILHA DO LEITE;RUA GENERAL JOAQUIM INACIO;830;EM FRENTE AO RESTAURANTE SKILLUS;COLISÃO;COLISÃO SEM VÍTIMA;3;;;;;;;;;0;
COLISÃO;FINALIZADA;2018-03-20;13:13:00;BOA VISTA;RUA ILDEFONSO LOPES;64;RESTAURANTE O VEGETARIANO;COLISÃO;COLISÃO SEM VITIMAS;2;;;;;;;;;0;
